A0A024QZ18	uc004dmu.4 human
Q16720	uc004fhs.2 human
Q16739	uc004bft.4 human
Q16740	uc002mem.2 human
Q16760	uc002vui.2 human
Q16762	uc003aqg.5 human
Q16763	uc002qkx.2 human
Q16769	uc002rqg.4 human
Q16772	uc003pbb.4 human
Q16773	uc004bwh.5 human
Q16774	uc001hsi.4 human
Q16775	uc002cmz.4 human
Q16777	uc001etd.4 human
Q16778	uc001etc.4 human
Q16787	uc002kuq.4 human
Q16790	uc003zxo.5 human
Q16795	uc001qnc.4 human
Q16798	uc001pbz.3 human
Q16799	uc001xek.3 human
Q16816	uc003trz.3 human
Q16819	uc010jzh.2 human
Q16820	uc002kxj.5 human
Q16821	uc010ljy.2 human
Q16822	uc001wlt.4 human
Q16825	uc001xwv.5 human
Q16827	uc001rcu.3 human
Q16828	uc001tay.5 human
Q16829	uc003dct.4 human
Q16831	uc003tok.5 human
Q16832	uc001gcg.4 human
Q16836	uc003hyq.4 human
Q16842	uc002eyw.3 human
Q16849	uc002vkz.3 human
Q16850	uc003ulm.5 human
Q16851	uc002scl.4 human
Q16853	uc002ibv.6 human
Q16854	uc002sjx.3 human
Q16864	uc003voc.3 human
Q16873	uc003mko.4 human
Q16874	uc003nze.3 human
Q16875	uc001ijd.4 human
Q16877	uc003ctv.4 human
Q16878	uc003krg.4 human
Q16880	uc003ibs.3 human
Q16881	uc010swp.4 human
Q16890	uc003pzu.2 human
Q16891	uc002sqz.4 human
Q17R31	uc001hjo.3 human
Q17R55	uc002nyk.2 human
Q17R60	uc003pik.3 human
Q17R89	uc002gnr.5 human
Q17R98	uc003ikm.4 human
Q17RA5	uc032qcz.2 human
Q17RB0	uc004eyc.2 human
Q17RB8	uc003wwd.2 human
Q17RC7	uc001ymk.4 human
Q17RD7	uc001xfu.2 human
Q17RF5	uc003hip.3 human
Q17RG1	uc002esu.3 human
Q17RL8	uc004fja.1 human
Q17RM4	uc002slq.4 human
Q17RN3	uc002oin.2 human
Q17RP2	uc003lri.4 human
Q17RQ9	uc021uvt.1 human
Q17RR3	uc001lcl.5 human
Q17RS7	uc002rct.3 human
Q17RW2	uc001dlj.4 human
Q17RW3	uc062ilp.1 human
Q17RY0	uc003mcs.5 human
Q17RY6	uc011ljv.3 human
Q18PE1	uc003ghd.4 human
Q19AV6	uc002gpe.4 human
Q19T08	uc032vne.2 human
Q1A5X6	uc003fco.4 human
Q1ED39	uc002dgq.4 human
Q1EHB4	uc001mra.3 human
Q1ET61	uc002dtb.4 human
Q1HB44	uc001kwg.3 human
Q1HBJ4	uc002zvn.4 human
Q1HDL3	uc060atb.1 human
Q1HG43	uc001zup.5 human
Q1HG44	uc001zuo.4 human
Q1JUL4	uc002fpe.4 human
Q1JUQ3	uc061uyd.1 human
Q1JUQ5	uc010gae.3 human
Q1KLZ0	uc003sot.5 human
Q1KMD3	uc001nuw.4 human
Q1L5Z9	uc002tal.4 human
Q1L6U9	uc003zyb.3 human
Q1LZN1	uc002dau.2 human
Q1MSJ5	uc003xxj.4 human
Q1MX18	uc001mly.5 human
Q1PHJ2	uc064rxv.1 human
Q1PHJ8	uc064rxz.1 human
Q1PSW9	uc061nko.1 human
Q1RLM7	uc058uhn.1 human
Q1RLN5	uc009xls.4 human
Q1RMZ1	uc003vgo.2 human
Q1T7F5	uc002pzj.1 human
Q1T7F6	uc010epo.2 human
Q1W4C9	uc003lpc.4 human
Q1W6H1	uc002cfn.5 human
Q1W6H9	uc010yim.3 human
Q1X8D7	uc002esv.4 human
Q1ZYL8	uc002luw.2 human
Q1ZYQ1	uc002tsu.5 human
Q1ZZU3	uc004bup.4 human
Q24JP5	uc001nqi.4 human
Q24JQ0	uc002kuf.4 human
Q24JQ5	uc059lgs.1 human
Q27J81	uc001yoy.5 human
Q29704	uc010bup.3 human
Q29897	uc010jrn.3 human
Q29960	uc063wnd.1 human
Q29967	uc011gkd.3 human
Q29980	uc003nto.6 human
Q29983	uc011ind.3 human
Q29R68	uc062enz.1 human
Q29RF7	uc003guv.4 human
Q29VG3	uc002kel.2 human
Q2HIZ1	uc001fiy.4 human
Q2HIZ8	uc057pxl.1 human
Q2HNT4	uc063nck.1 human
Q2HXU8	uc001qwx.3 human
Q2I0M4	uc004clp.4 human
Q2I0M5	uc002wej.4 human
Q2I378	uc002grg.4 human
Q2KHM9	uc002gde.5 human
Q2KHN1	uc002cnt.1 human
Q2KHR2	uc059jng.1 human
Q2KHR3	uc001mty.4 human
Q2KHT3	uc002dan.5 human
Q2KHT4	uc001rbj.4 human
Q2KJU6	uc060deg.1 human
Q2KJY2	uc001ibf.1 human
Q2L4Q9	uc002eaq.4 human
Q2L4T1	uc001wty.5 human
Q2L696	uc009ygz.4 human
Q2L6G2	uc011gwy.3 human
Q2L6G8	uc011ilx.3 human
Q2LD37	uc003ieh.4 human
Q2M1H5	uc057qrx.1 human
Q2M1K9	uc031qwd.2 human
Q2M1P5	uc002bof.3 human
Q2M1V0	uc003anj.4 human
Q2M1V9	uc001khr.4 human
Q2M1Z3	uc003ecj.5 human
Q2M218	uc004div.5 human
Q2M243	uc001akv.3 human
Q2M296	uc002fjn.4 human
Q2M2D7	uc002gud.2 human
Q2M2E3	uc002gle.2 human
Q2M2H8	uc064isf.1 human
Q2M2I3	uc002pjn.3 human
Q2M2I5	uc002hvd.3 human
Q2M2I8	uc002sfp.3 human
Q2M2W7	uc002jgi.6 human
Q2M2Z5	uc032pdl.2 human
Q2M329	uc003gjv.4 human
Q2M385	uc001nnu.5 human
Q2M389	uc001tld.4 human
Q2M3C6	uc002bbq.4 human
Q2M3C7	uc002vpp.3 human
Q2M3D2	uc002pay.1 human
Q2M3G0	uc003suv.4 human
Q2M3G4	uc003kxx.3 human
Q2M3K2	uc001xmx.5 human
Q2M3K9	uc063myf.1 human
Q2M3M2	uc001crn.3 human
Q2M3R5	uc001kjf.3 human
Q2M3T9	uc003vlc.4 human
Q2M3V2	uc003kxw.4 human
Q2M3W8	uc002nvu.4 human
Q2M3X9	uc004dgr.4 human
Q2M5E4	uc001gsh.4 human
Q2MD47	uc057vcn.1 human
Q2MD59	uc001klv.5 human
Q2MDE8	uc063ohz.1 human
Q2MDF5	uc063ljj.1 human
Q2MJR0	uc002oim.5 human
Q2MKA7	uc031txm.2 human
Q2MV58	uc001trn.6 human
Q2N1I1	uc058fjt.1 human
Q2NKJ3	uc002gkq.5 human
Q2NKK7	uc057bvx.1 human
Q2NKQ1	uc003abg.3 human
Q2NKQ5	uc059cca.1 human
Q2NKX8	uc004eaq.2 human
Q2NKX9	uc002sqc.3 human
Q2NL67	uc002auc.4 human
Q2NL68	uc002obo.2 human
Q2NL82	uc002fuj.4 human
Q2NL98	uc002mds.5 human
Q2PPJ7	uc002wrz.4 human
Q2PPL5	uc062ffh.1 human
Q2PZI1	uc003tem.5 human
Q2Q1W2	uc003cff.4 human
Q2QBA2	uc010cmk.2 human
Q2QD12	uc009xxi.2 human
Q2QGD7	uc003eiv.3 human
Q2QL34	uc002ddm.3 human
Q2T9J0	uc001jqr.5 human
Q2T9K0	uc003fue.4 human
Q2T9L4	uc002avy.4 human
Q2TA70	uc002dpl.4 human
Q2TAA2	uc002qzr.4 human
Q2TAA5	uc001vga.4 human
Q2TAA8	uc002euj.5 human
Q2TAC2	uc002kdz.2 human
Q2TAC6	uc002jkm.4 human
Q2TAJ5	uc003qcn.3 human
Q2TAK8	uc060qzk.1 human
Q2TAL5	uc002fye.3 human
Q2TAL6	uc003tot.2 human
Q2TAL8	uc003cvu.4 human
Q2TAM5	uc001ofe.3 human
Q2TAM9	uc003zpx.4 human
Q2TAP0	uc001kos.4 human
Q2TAY7	uc003zsf.2 human
Q2TAY9	uc001xrv.4 human
Q2TAZ0	uc001obx.4 human
Q2TB10	uc003vly.2 human
Q2TB18	uc003env.3 human
Q2TB90	uc001jpf.4 human
Q2TBA0	uc003clv.2 human
Q2TBC4	uc011duf.2 human
Q2TBE0	uc010rvp.3 human
Q2TBF2	uc001tms.4 human
Q2TNI1	uc003vif.3 human
Q2UY09	uc003src.2 human
Q2V2M9	uc002kzs.3 human
Q2V6Q1	uc010csk.4 human
Q2VIQ3	uc010jih.2 human
Q2VIR3	uc058lel.1 human
Q2VPA4	uc001hga.5 human
Q2VPB7	uc031qbm.2 human
Q2VPJ9	uc003aaq.3 human
Q2VPK5	uc002flm.4 human
Q2VWA4	uc010dnt.2 human
Q2VWP7	uc002adg.4 human
Q2VY69	uc002oyg.2 human
Q2VYF4	uc003xll.4 human
Q2WEN9	uc060zsz.1 human
Q2WGJ6	uc003yqs.2 human
Q2WGJ8	uc011llb.4 human
Q2WGJ9	uc003yqw.3 human
Q2WGN9	uc002zlw.4 human
Q2XQG4	uc061bvh.1 human
Q2XQZ0	uc003jdj.1 human
Q2Y0W8	uc001rys.3 human
Q2YD98	uc003gde.5 human
Q2YDW8	uc063jgu.1 human
Q2Z196	uc061gsl.1 human
Q2Z197	uc061gsh.1 human
Q30063	uc011jso.2 human
Q30118	uc003obi.5 human
Q30154	uc003obj.4 human
Q30189	uc032jeh.2 human
Q30201	uc003nfx.2 human
Q309B1	uc002gug.2 human
Q30KP8	uc011kxm.2 human
Q30KP9	uc003wuw.1 human
Q30KQ1	uc063ozl.1 human
Q30KQ2	uc003wuz.1 human
Q30KQ4	uc010ztm.2 human
Q30KQ5	uc002wvp.1 human
Q30KQ6	uc011dwp.3 human
Q30KQ7	uc011dwq.2 human
Q30KQ8	uc011dws.2 human
Q30KQ9	uc003pac.3 human
Q31611	uc003nnz.4 human
Q31612	uc003nth.3 human
Q32M45	uc001thw.3 human
Q32M78	uc002mlc.1 human
Q32M84	uc001lgc.2 human
Q32M88	uc010qvu.3 human
Q32MC3	uc009zyt.3 human
Q32MH5	uc002acg.6 human
Q32MK0	uc002eei.5 human
Q32MM7	uc060vpf.1 human
Q32MN6	uc063tbf.1 human
Q32MQ0	uc002kga.4 human
Q32MZ4	uc002vxc.4 human
Q32NB8	uc002jvm.4 human
Q32NC0	uc002kzc.4 human
Q32P28	uc001chv.3 human
Q32P41	uc001xff.5 human
Q32P44	uc001ntu.2 human
Q32P51	uc021rjy.3 human
Q32Q12	uc002itk.4 human
Q32Q52	uc001tch.3 human
Q32W76	uc062iey.1 human
Q32ZL2	uc001dsb.4 human
Q330K2	uc003yhj.4 human
Q33E94	uc001tlr.4 human
Q38L21	uc062izs.1 human
Q38LG0	uc062fqm.1 human
Q38SD2	uc002bwq.2 human
Q3B726	uc003sup.2 human
Q3B759	uc061cwq.1 human
Q3B794	uc063scv.1 human
Q3B7I2	uc003wmc.2 human
Q3B7J2	uc002eub.4 human
Q3B7J8	uc064rrd.1 human
Q3B7S5	uc002lma.2 human
Q3B7T1	uc001lio.2 human
Q3B7T3	uc002eoq.4 human
Q3B820	uc002sbm.5 human
Q3B891	uc060fry.1 human
Q3B8N2	uc002gwz.1 human
Q3B8N5	uc001xqq.3 human
Q3BDU3	uc061qpw.1 human
Q3BDU5	uc057lvv.1 human
Q3C1V0	uc058bvj.1 human
Q3C1V1	uc001mur.3 human
Q3C1V8	uc010rzs.3 human
Q3HKR1	uc064ean.1 human
Q3HM38	uc060wrp.1 human
Q3I5F7	uc001xop.3 human
Q3KNR5	uc064hsg.1 human
Q3KNR6	uc062eoz.1 human
Q3KNS1	uc001itu.3 human
Q3KNS6	uc002ofa.3 human
Q3KNT2	uc002oau.2 human
Q3KNT9	uc002ggf.1 human
Q3KNV8	uc003gbe.4 human
Q3KNW1	uc002flj.4 human
Q3KNW3	uc062ofv.1 human
Q3KNW5	uc003hqd.2 human
Q3KP22	uc001ocb.2 human
Q3KP31	uc002mua.3 human
Q3KP44	uc003jqt.4 human
Q3KP66	uc010ppm.3 human
Q3KPI0	uc002ore.5 human
Q3KPI9	uc003zkr.4 human
Q3KQS6	uc062pep.1 human
Q3KQU3	uc001bzz.5 human
Q3KQV3	uc002nxh.1 human
Q3KQV9	uc004cla.5 human
Q3KQZ1	uc002gkt.4 human
Q3KR16	uc001qnr.4 human
Q3KR37	uc001pyx.4 human
Q3KRA6	uc002tls.2 human
Q3KRA9	uc002ocv.2 human
Q3KRB8	uc001zet.2 human
Q3KZ29	uc058lnc.1 human
Q3KZ30	uc058lnb.1 human
Q3L1R2	uc063npw.1 human
Q3L8U1	uc002egy.4 human
Q3L8U2	uc010nsd.4 human
Q3LFD5	uc062bsg.1 human
Q3LHN0	uc010glr.1 human
Q3LHN1	uc021wii.1 human
Q3LHN2	uc011acy.3 human
Q3LI54	uc010glt.3 human
Q3LI58	uc011adi.3 human
Q3LI59	uc011adh.3 human
Q3LI60	uc010gls.1 human
Q3LI61	uc011adg.3 human
Q3LI62	uc011adf.2 human
Q3LI63	uc011ade.3 human
Q3LI64	uc002yop.4 human
Q3LI66	uc011adc.3 human
Q3LI67	uc002yom.4 human
Q3LI68	uc021wih.1 human
Q3LI70	uc002yok.2 human
Q3LI72	uc011ada.3 human
Q3LI73	uc011acz.3 human
Q3LI76	uc002yod.4 human
Q3LI77	uc011acw.3 human
Q3LI81	uc002ynx.1 human
Q3LI83	uc002ynv.3 human
Q3LID8	uc003srv.3 human
Q3LIE5	uc060bgm.1 human
Q3LIE7	uc057gvv.1 human
Q3LXA3	uc001nre.4 human
Q3MHB9	uc058wmy.1 human
Q3MHD2	uc002iev.3 human
Q3MIH3	uc002njr.4 human
Q3MII6	uc004dka.2 human
Q3MIM8	uc064kyj.1 human
Q3MIN7	uc002mro.3 human
Q3MIP1	uc002dfu.5 human
Q3MIR4	uc001xfl.4 human
Q3MIS6	uc002pzh.3 human
Q3MIT2	uc002sao.4 human
Q3MIV0	uc011add.3 human
Q3MIW9	uc063mxo.1 human
Q3MIX3	uc003zch.5 human
Q3MJ13	uc002acj.3 human
Q3MJ62	uc003nli.5 human
Q3MN80	uc002dav.4 human
Q3MSN4	uc063igc.1 human
Q3MUY2	uc062ydg.1 human
Q3SAH0	uc064yra.1 human
Q3SX64	uc002lor.3 human
Q3SXM0	uc003gwk.2 human
Q3SXM5	uc002fhk.3 human
Q3SXP7	uc003bet.3 human
Q3SXR2	uc003epz.2 human
Q3SXY7	uc031sgv.2 human
Q3SXY8	uc003drc.4 human
Q3SXZ0	uc064vqx.1 human
Q3SXZ7	uc002wwy.2 human
Q3SY00	uc009yqw.2 human
Q3SY46	uc002yob.2 human
Q3SY49	uc064zin.1 human
Q3SY52	uc002qpg.4 human
Q3SY56	uc002img.3 human
Q3SY61	uc057oci.1 human
Q3SY69	uc001tlc.4 human
Q3SY77	uc003jjz.3 human
Q3SY84	uc001sao.3 human
Q3SY87	uc059ayt.1 human
Q3SY89	uc060owu.1 human
Q3SYA6	uc065bkk.1 human
Q3SYB3	uc004afi.3 human
Q3SYC2	uc010rru.3 human
Q3SYD7	uc059fze.1 human
Q3SYF9	uc011adb.3 human
Q3SYG4	uc003tdn.2 human
Q3T1A9	uc063qtb.1 human
Q3T1D4	uc063sfq.1 human
Q3T7B4	uc057fcz.1 human
Q3T8J9	uc001flz.4 human
Q3T906	uc001tit.4 human
Q3T907	uc064dpr.1 human
Q3V5L5	uc002jth.4 human
Q3V6T2	uc002ryv.3 human
Q3YBM2	uc003whu.5 human
Q3YBR2	uc001qak.5 human
Q3YEC7	uc004cjh.4 human
Q3ZAQ7	uc004feu.4 human
Q3ZCM7	uc001ifi.3 human
Q3ZCN5	uc058rih.1 human
Q3ZCN8	uc058sfd.1 human
Q3ZCQ2	uc003jnf.4 human
Q3ZCQ3	uc010boe.4 human
Q3ZCQ8	uc002olu.1 human
Q3ZCT1	uc002oee.3 human
Q3ZCT8	uc003eka.5 human
Q3ZCU0	uc031xvt.2 human
Q3ZCV0	uc003qov.4 human
Q3ZCV2	uc001cya.5 human
Q3ZCW2	uc002scy.5 human
Q3ZCX4	uc002ofc.4 human
Q3ZK31	uc059zly.1 human
Q400G9	uc003smr.3 human
Q401N2	uc002jqn.3 human
Q460N3	uc003efm.3 human
Q460N5	uc003efq.5 human
Q494R4	uc058ihx.1 human
Q494U1	uc001acd.4 human
Q494V2	uc003eiu.1 human
Q494W8	uc001zdt.2 human
Q494X1	uc032vvm.2 human
Q494X3	uc002oxs.7 human
Q495A1	uc003ebg.3 human
Q495B1	uc002anz.4 human
Q495C1	uc003gci.4 human
Q495G5	uc063aac.1 human
Q495M3	uc003lty.3 human
Q495M9	uc032fra.2 human
Q495N2	uc003ltw.3 human
Q495P1	uc057tni.1 human
Q495T6	uc001ajy.3 human
Q495V5	uc010tzf.3 human
Q495W5	uc001juz.3 human
Q495X7	uc003iqy.2 human
Q495Y8	uc011kkx.3 human
Q496A3	uc003oxk.4 human
Q496F6	uc002jlb.3 human
Q496H8	uc002euu.4 human
Q496J0	uc064gro.1 human
Q496J3	uc064grq.1 human
Q496J9	uc003kei.2 human
Q496M5	uc002ltf.4 human
Q496Y0	uc004eqw.5 human
Q498B9	uc061weh.1 human
Q499Y8	uc062xyf.1 human
Q499Z3	uc001cgn.3 human
Q499Z4	uc001iex.4 human
Q49A12	uc032ijc.2 human
Q49A14	uc061sqd.1 human
Q49A17	uc003isv.4 human
Q49A26	uc002cxx.5 human
Q49A59	uc003pmx.4 human
Q49A68	uc064mxi.1 human
Q49A88	uc003egx.5 human
Q49A92	uc003xyb.4 human
Q49AA0	uc001cfo.4 human
Q49AA1	uc062upc.1 human
Q49AC9	uc060ndq.1 human
Q49AF1	uc010rej.3 human
Q49AG3	uc001mji.4 human
Q49AH0	uc001inb.2 human
Q49AI2	uc063lmd.1 human
Q49AI9	uc060jgc.1 human
Q49AJ0	uc003yuy.3 human
Q49AL5	uc001wub.5 human
Q49AM1	uc001tme.2 human
Q49AM3	uc002slt.3 human
Q49AN0	uc009ykw.4 human
Q49AN9	uc061kiu.1 human
Q49AQ3	uc058nwf.1 human
Q49AR2	uc003jhj.4 human
Q49AT5	uc057woz.1 human
Q49B96	uc003sjp.2 human
Q49MG5	uc003ios.4 human
Q49MI3	uc002unx.4 human
Q49SQ1	uc021rsa.3 human
Q4AC94	uc001ouu.4 human
Q4AC99	uc001mxw.1 human
Q4ACW9	uc002ghg.4 human
Q4ACX1	uc002gqs.2 human
Q4ADV7	uc003zjh.5 human
Q4AE62	uc002tvp.4 human
Q4FAT2	uc002yao.2 human
Q4FZB7	uc001onm.2 human
Q4G0A6	uc003tbt.3 human
Q4G0F5	uc001qhe.4 human
Q4G0G5	uc002nvn.4 human
Q4G0I0	uc002clr.4 human
Q4G0J3	uc003iay.5 human
Q4G0M1	uc061udn.1 human
Q4G0N4	uc003jkf.6 human
Q4G0N7	uc003pvs.4 human
Q4G0N8	uc003dyu.4 human
Q4G0P3	uc010vmc.3 human
Q4G0S4	uc002tod.3 human
Q4G0S7	uc003jmx.4 human
Q4G0U5	uc031rou.2 human
Q4G0W2	uc002vzg.3 human
Q4G0W3	uc064puo.1 human
Q4G0X0	uc004ddf.4 human
Q4G0X4	uc001ozb.4 human
Q4G0X5	uc063ptz.1 human
Q4G0X9	uc010dht.4 human
Q4G0Z9	uc003xwz.4 human
Q4G104	uc058tto.1 human
Q4G112	uc002iwi.2 human
Q4G141	uc061wsc.1 human
Q4G146	uc062hep.1 human
Q4G148	uc001rms.5 human
Q4G163	uc003yjd.4 human
Q4G176	uc002fmp.5 human
Q4G1C1	uc062whe.1 human
Q4G1C9	uc001sxp.3 human
Q4J6C6	uc002ruf.4 human
Q4JDK3	uc001jdq.4 human
Q4JDL3	uc001jdb.2 human
Q4JHT5	uc002dar.2 human
Q4JM46	uc003str.4 human
Q4KMG0	uc001qdc.5 human
Q4KMG9	uc001qxq.4 human
Q4KMP3	uc064kjq.1 human
Q4KMP7	uc002dxu.3 human
Q4KMQ1	uc004clu.4 human
Q4KMQ2	uc001roo.4 human
Q4KMR3	uc002aga.5 human
Q4KMX1	uc002snt.3 human
Q4KMX7	uc002gtz.3 human
Q4KMZ1	uc001bum.3 human
Q4KMZ4	uc058lax.1 human
Q4KMZ8	uc010ogd.3 human
Q4KN05	uc058lay.1 human
Q4KN23	uc061esb.1 human
Q4KN30	uc009zgz.4 human
Q4KN68	uc061xfa.1 human
Q4KWH8	uc062pff.1 human
Q4L180	uc003dtm.4 human
Q4L233	uc003jbh.4 human
Q4L235	uc003hbn.5 human
Q4LDE5	uc010mtz.4 human
Q4LDG9	uc001xoq.5 human
Q4LDR2	uc003kul.5 human
Q4LE39	uc001hwq.3 human
Q4LEZ3	uc003yof.4 human
Q4PNE6	uc061qom.1 human
Q4QY38	uc011kxn.3 human
Q4R1J8	uc059kcc.1 human
Q4R9M9	uc001arb.4 human
Q4TT34	uc059ojy.1 human
Q4TT37	uc059ojm.1 human
Q4TT46	uc062dok.1 human
Q4TT61	uc002cfj.5 human
Q4TT65	uc059ojb.1 human
Q4TT70	uc002cgj.3 human
Q4U2R6	uc001qom.3 human
Q4U2R8	uc001nwj.4 human
Q4UJ75	uc004afn.4 human
Q4V328	uc033ecr.2 human
Q4V339	uc033csb.2 human
Q4V347	uc003nuy.4 human
Q4V370	uc064uec.1 human
Q4V771	uc060doc.1 human
Q4V9L6	uc001tng.4 human
Q4VAN1	uc063mih.1 human
Q4VAQ0	uc057eto.1 human
Q4VAR0	uc010mey.4 human
Q4VAX0	uc002kvn.4 human
Q4VB56	uc002das.4 human
Q4VB86	uc057eac.1 human
Q4VB95	uc058rzm.1 human
Q4VBA9	uc010nkd.3 human
Q4VC05	uc001ubo.4 human
Q4VC12	uc001jud.4 human
Q4VC31	uc003eey.4 human
Q4VC39	uc059lck.1 human
Q4VC44	uc002csc.4 human
Q4VCS5	uc004epr.4 human
Q4VNC0	uc011bsq.3 human
Q4VNC1	uc003ftd.4 human
Q4VX54	uc063nwq.1 human
Q4VX76	uc003qrp.3 human
Q4VXA5	uc003pgn.5 human
Q4VXA6	uc063olg.1 human
Q4VXB2	uc064vnn.1 human
Q4VXD4	uc064trm.1 human
Q4VXH0	uc064vjb.1 human
Q4VXH1	uc064viy.1 human
Q4VXL4	uc001lfx.3 human
Q4VXL8	uc057wmu.1 human
Q4VXM0	uc063sgs.1 human
Q4VXM1	uc063sgt.1 human
Q4VXN0	uc061wsl.1 human
Q4VXN1	uc061wsr.1 human
Q4VXN2	uc061wsj.1 human
Q4VXN5	uc061wsn.1 human
Q4VXN6	uc061wsk.1 human
Q4VXN7	uc061wso.1 human
Q4VXN8	uc061wsp.1 human
Q4VXP6	uc061yms.1 human
Q4VXR9	uc061wna.1 human
Q4VXT4	uc002xmw.3 human
Q4VXT5	uc061xgn.1 human
Q4VXT6	uc061xgm.1 human
Q4VXT8	uc061xgt.1 human
Q4VXU2	uc010ggv.1 human
Q4VXV2	uc063sgr.1 human
Q4VXW1	uc061yjr.1 human
Q4VXW3	uc061yjo.1 human
Q4VXY6	uc003ocy.2 human
Q4VXZ8	uc059okc.1 human
Q4VY12	uc063lxr.1 human
Q4VY13	uc063lxs.1 human
Q4VY19	uc061xgc.1 human
Q4VY20	uc061xgd.1 human
Q4W251	uc062fvp.1 human
Q4W4Y0	uc001wvo.4 human
Q4W594	uc003ghm.4 human
Q4W5P6	uc003idx.2 human
Q4W5S3	uc063auq.1 human
Q4W8S1	uc062ajb.1 human
Q4ZFW0	uc061rea.1 human
Q4ZG55	uc002rbk.2 human
Q4ZG82	uc002vgk.4 human
Q4ZHG4	uc010kjv.4 human
Q4ZIN3	uc002lqr.2 human
Q4ZJI4	uc003hwu.4 human
Q502W6	uc002syo.4 human
Q502W7	uc001tek.3 human
Q502X0	uc010fak.3 human
Q504Q3	uc001skx.3 human
Q504T0	uc060wci.1 human
Q504T8	uc002lrp.4 human
Q504U0	uc003iqa.4 human
Q504U8	uc010kzg.3 human
Q504Y0	uc001ipn.3 human
Q504Y1	uc004aie.4 human
Q504Y2	uc002rsg.4 human
Q504Y3	uc003ceh.4 human
Q50LG9	uc003zdm.4 human
Q52LA3	uc001xpp.3 human
Q52LC2	uc003khv.5 human
Q52LD8	uc002uuo.5 human
Q52LG2	uc002ynz.5 human
Q52LJ0	uc001zkb.3 human
Q52LR7	uc010zbt.3 human
Q52LW3	uc001dqj.5 human
Q52M58	uc001yfz.3 human
Q52M88	uc004bji.3 human
Q52M93	uc002ofq.3 human
Q52MB2	uc001rrj.3 human
Q52WX2	uc002dpd.3 human
Q537H7	uc001hjq.4 human
Q537H9	uc057ieq.1 human
Q538Z0	uc064iig.1 human
Q53EL6	uc001kzg.4 human
Q53EL9	uc002hdp.3 human
Q53EP0	uc003fhx.4 human
Q53EQ6	uc003yyx.3 human
Q53ET0	uc057leo.1 human
Q53EU6	uc003how.5 human
Q53EV4	uc001qrp.4 human
Q53EZ4	uc001kiq.4 human
Q53F19	uc010ckl.3 human
Q53F23	uc003vvh.4 human
Q53F39	uc002kqf.5 human
Q53F96	uc001egu.5 human
Q53FA3	uc011enx.3 human
Q53FA7	uc002rex.3 human
Q53FD0	uc001xrh.5 human
Q53FE4	uc003huw.3 human
Q53FP2	uc004egw.4 human
Q53FT3	uc001pbu.4 human
Q53FV1	uc001shw.2 human
Q53FZ2	uc002dhq.4 human
Q53G44	uc010oro.2 human
Q53G59	uc001gyo.2 human
Q53GA4	uc001lxa.2 human
Q53GD3	uc010jti.4 human
Q53GG5	uc003ixw.5 human
Q53GI3	uc003uqs.4 human
Q53GI4	uc058jwz.1 human
Q53GL0	uc001ett.4 human
Q53GL7	uc003zal.5 human
Q53GQ0	uc001mxq.5 human
Q53GS7	uc004bvi.4 human
Q53GS9	uc002sqe.5 human
Q53GT1	uc002zsl.2 human
Q53H12	uc003vwi.3 human
Q53H47	uc003bpw.6 human
Q53H54	uc003yra.5 human
Q53H76	uc003ecu.4 human
Q53H80	uc003pmk.4 human
Q53H82	uc003xyp.4 human
Q53H96	uc064rcg.1 human
Q53HC0	uc001ufv.2 human
Q53HC5	uc002njz.2 human
Q53HC9	uc002qxj.3 human
Q53HI1	uc002szc.5 human
Q53HL2	uc001cbr.5 human
Q53HV7	uc001sfb.5 human
Q53LP3	uc002tfb.4 human
Q53PC4	uc002vha.3 human
Q53QD4	uc062fyl.1 human
Q53QD7	uc002vkx.2 human
Q53QE7	uc002utk.4 human
Q53QU8	uc002raf.1 human
Q53QV2	uc002rne.3 human
Q53QV7	uc010znl.2 human
Q53QW1	uc002vrz.4 human
Q53QZ3	uc002tvm.5 human
Q53R12	uc002vpb.3 human
Q53R19	uc002vhd.4 human
Q53R41	uc002uev.6 human
Q53RD9	uc002tho.2 human
Q53RE8	uc002sxd.5 human
Q53RG0	uc002vta.5 human
Q53RS6	uc061rkn.1 human
Q53RT3	uc002sfz.6 human
Q53RY4	uc002rks.4 human
Q53RZ3	uc061oon.1 human
Q53S24	uc002vsb.5 human
Q53S33	uc002skc.2 human
Q53S46	uc002urp.4 human
Q53S48	uc002rwp.4 human
Q53S56	uc002sod.3 human
Q53S58	uc002tmc.1 human
Q53S60	uc032qzp.2 human
Q53S99	uc002vph.4 human
Q53SB5	uc002vll.3 human
Q53SE3	uc061omk.1 human
Q53SF7	uc002ucp.5 human
Q53SH4	uc002uje.3 human
Q53SS8	uc002sgf.4 human
Q53SZ7	uc002rjb.3 human
Q53T59	uc002rdw.2 human
Q53T66	uc002qza.4 human
Q53T94	uc002qzz.4 human
Q53TH9	uc062fxk.1 human
Q53TN2	uc002ved.3 human
Q53TN4	uc002ugy.5 human
Q53TQ3	uc002vaz.4 human
Q53TS8	uc002uye.4 human
Q53X57	uc003vid.4 human
Q53X90	uc003hkr.5 human
Q53X91	uc003heo.3 human
Q53X93	uc002vcd.4 human
Q53X94	uc004bgq.4 human
Q53XB4	uc001vxy.6 human
Q53XC0	uc001xjg.4 human
Q53XC2	uc001xrc.3 human
Q53XC5	uc001xal.6 human
Q53XC8	uc001yny.5 human
